source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,comm_samp,depth,replicate,size_frac_low,size_frac_up,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,samp_size_mass,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON RFormosa SO 221216 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221216_micro_3
EMO BON RFormosa SO 221216 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2022-12-16,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2022-12-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221216_micro_4
EMO BON RFormosa SO 221216 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2022-12-16 community collected micro,32644,unidentified,metagenome,NA,2022-12-16,RFormosa_So_221216,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2022-12-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_221216_micro_blank
EMO BON RFormosa SO 230420 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230420_micro_1
EMO BON RFormosa SO 230420 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-06-19,2023-07-03,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230420_micro_2
EMO BON RFormosa SO 230420 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230420_micro_3
EMO BON RFormosa SO 230420 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-04-20,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-04-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230420_micro_4
EMO BON RFormosa SO 230420 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-04-20 community collected micro,32644,unidentified,metagenome,NA,2023-04-20,RFormosa_So_230420,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2023-04-20,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230420_micro_blank
EMO BON RFormosa SO 230703 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12,2023-10-05,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230703_micro_1
EMO BON RFormosa SO 230703 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12,2023-10-05,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230703_micro_2
EMO BON RFormosa SO 230703 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230703_micro_3
EMO BON RFormosa SO 230703 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-07-03,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-07-03,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230703_micro_4
EMO BON RFormosa SO 230703 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-07-03 community collected micro,32644,unidentified,metagenome,NA,2023-07-03,RFormosa_So_230703,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2023-07-03,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,NA,2023-09-12,2023-10-05,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230703_micro_blank
EMO BON RFormosa SO 230906 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12,2023-10-05,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230906_micro_1
EMO BON RFormosa SO 230906 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,N,5,2023-09-12,2023-10-05,-70,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230906_micro_2
EMO BON RFormosa SO 230906 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230906_micro_3
EMO BON RFormosa SO 230906 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-09-06,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-09-06,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230906_micro_4
EMO BON RFormosa SO 230906 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-09-06 community collected micro,32644,unidentified,metagenome,NA,2023-09-06,RFormosa_So_230906,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2023-09-06,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_230906_micro_blank
EMO BON RFormosa SO 231025 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_231025_micro_1
EMO BON RFormosa SO 231025 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_231025_micro_2
EMO BON RFormosa SO 231025 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_231025_micro_3
EMO BON RFormosa SO 231025 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2023-10-25,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2023-10-25,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_231025_micro_4
EMO BON RFormosa SO 231025 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2023-10-25 community collected micro,32644,unidentified,metagenome,NA,2023-10-25,RFormosa_So_231025,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2023-10-25,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_231025_micro_blank
EMO BON RFormosa SO 240104 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240104_micro_1
EMO BON RFormosa SO 240104 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240104_micro_2
EMO BON RFormosa SO 240104 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240104_micro_3
EMO BON RFormosa SO 240104 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-01-04,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-01-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240104_micro_4
EMO BON RFormosa SO 240104 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-01-04 community collected micro,32644,unidentified,metagenome,NA,2024-01-04,RFormosa_So_240104,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2024-01-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240104_micro_blank
EMO BON RFormosa SO 240304 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240304_micro_1
EMO BON RFormosa SO 240304 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240304_micro_2
EMO BON RFormosa SO 240304 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240304_micro_3
EMO BON RFormosa SO 240304 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-03-04,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-03-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240304_micro_4
EMO BON RFormosa SO 240304 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-03-04 community collected micro,32644,unidentified,metagenome,NA,2024-03-04,RFormosa_So_240304,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2024-03-04,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240304_micro_blank
EMO BON RFormosa SO 240416 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240416_micro_1
EMO BON RFormosa SO 240416 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240416_micro_2
EMO BON RFormosa SO 240416 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240416_micro_3
EMO BON RFormosa SO 240416 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-04-16,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-04-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240416_micro_4
EMO BON RFormosa SO 240416 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-04-16 community collected micro,32644,unidentified,metagenome,NA,2024-04-16,RFormosa_So_240416,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2024-04-16,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240416_micro_blank
EMO BON RFormosa SO 240705 micro(1),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,1,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240705_micro_1
EMO BON RFormosa SO 240705 micro(2),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,2,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240705_micro_2
EMO BON RFormosa SO 240705 micro(3),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,3,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240705_micro_3
EMO BON RFormosa SO 240705 micro(4),EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,412755,marine sediment metagenome,metagenome,lagoon [ENVO_00000038]; sediment [ENVO:00002007],2024-07-05,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,0,4,NA,NA,PVC core D50mm,SoSOP 1,"Core with diameter of 50mm instead of 100mm. Added DNAshield much less amount, around 6ml.",2024-07-05,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240705_micro_4
EMO BON RFormosa SO 240705 blank,EMOBON metagenome sediment sample from station RFormosa collected on 2024-07-05 community collected micro,32644,unidentified,metagenome,NA,2024-07-05,RFormosa_So_240705,Bruno Louro,0000-0001-8164-581X,low_tide,micro,NA,blank,NA,NA,NA,SoSOP 1,NA,2024-07-05,"Ed7, room 1.10, freezer #300387-118",-80,Bruno Louro,0000-0001-8164-581X,,NA,Y,5,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_RFormosa_So_240705_micro_blank
